Signature,CreatorWallet,LaunchTimestamp,InitialLiquidity,Buyers10s,Buyers30s,Buyers5m,MaxPriceAchievedPct,TimeAtMaxPriceSec,PriceDropFromPeakPct,TradeResult,Profit_SOL,RunningTotal_SOL
5WV6e6F8QXagT22ViqH1TPjRbdvHCbhtgzUBeqjYsQ4wRjeZX6FLxf4eE7kKZVY7gobpBghsdqq6tUJcZ9MytApc,[object Object],2025-05-20T15:21:22.000Z,79,0,7,36,172,180,19,Skipped,0,20.150000000000013
e7myME4fGB1pXhZieMDFsN21sBU1zfsJD5eoeE4RVUWzAjj398e2bv8yQcHpcgxmuA1NbhZfK7YKSKd9u2mWwsm,[object Object],2025-05-20T15:21:22.000Z,95,8,21,0,182,75,23,Partial Exit (Win),0.05,20.200000000000014
4YfsdFei8EUDRmTPmSqTsUx4jYxMDvnm5HakhPAvqwHc2D27phUMs33MHNhWKtiCKexEiD16nCH7hZos2uBMZn3z,[object Object],2025-05-20T15:21:22.000Z,90,3,26,98,392,5,11,Skipped,0,20.200000000000014
52SAYEDUJSnjWD2NJ6t16Y7fHNeoTxWxgLUinFpjX7cWxAK5HJ5jwAETbURoQW26xZrScdczfaZ4rA6mBFWu1Cey,[object Object],2025-05-20T15:21:22.000Z,10,0,15,62,493,289,1,Skipped,0,20.200000000000014
4w91MEykcbQs5pP9Bk3xzFChXxfpRXJ5svuN3Ac8BghQfsVnK2iZc9J49cfj3zeetJdHSrMxapTBc6VG6XQyjGoJ,[object Object],2025-05-20T15:21:22.000Z,68,2,18,50,91,84,1,Skipped,0,20.200000000000014
2ATsRtuQWiJPyHyxwjyXKxmgQWDeTV5Yt5ooqJYT6jdiy6jrctapyJXogjP86Uz6RYhuHJDtYGvsJhjhp7oBheQ3,[object Object],2025-05-20T15:21:22.000Z,41,4,15,80,156,287,18,Skipped,0,20.200000000000014
4VG4WrXtcmxhFEor3pw666exJRSCr2qtKQmgwVNwzo3omEhqTk28QKtTHJ71F1iokwnEevBAv9KpSzf5L4qkoYss,[object Object],2025-05-20T15:21:22.000Z,51,9,7,95,205,103,8,Moonshot (Win),0.2,20.400000000000013
jxYH2A8z8no5BXrPM2NLLfyGVfRzYuDL1oucLWSkEBMdHniamgXg3MBPaiRWqa3q2cpzJqxAW94M2KPveJYQ2Xo,[object Object],2025-05-20T15:21:22.000Z,79,5,2,92,454,270,34,Partial Exit (Win),0.05,20.450000000000014
GSoRkaoRydMUPpXynw1AwKonMvhquEQHo6NeU6V4QPGZaiVK7rhHmmKBjs5UqYXkdkiQEryhZFks6jp4SFQbWy4,[object Object],2025-05-20T15:21:22.000Z,98,0,13,80,198,298,2,Skipped,0,20.450000000000014
5LGBqN61ZKjh2MVAw8Y2nykxeyRHr6pnmuYv9xjaWkjfJ34c75YKmE5YNET4GfjHfbk9CLMFppGMd8o4oYSbsBFa,[object Object],2025-05-20T15:21:22.000Z,81,4,3,20,428,40,17,Skipped,0,20.450000000000014
5CkB6swSxa64KVFdWxWW4u3p4RaiVUj74SgJT23ZTWRZX5hVPuDpgpspiTbTCgCRXAf9Kx11DxkCevuSE28gEout,[object Object],2025-05-20T15:21:22.000Z,54,1,26,25,206,133,5,Skipped,0,20.450000000000014
2WY2yhakuhYDZLAztaxui3uc6TZKHCeQaPWsM6EkHbBPEozxyKDLxm9JohUQzL3wQkk4mtR1mHd4wiyc4USDYF86,[object Object],2025-05-20T15:21:22.000Z,50,9,28,70,233,184,23,Moonshot (Win),0.2,20.650000000000013
3XYpAbQMt8Tevb366UJKcHj4GP9K983P3YjUtMjA2tpY68A2rMBhMNxfUjFswRvvHuTEsmLoFC4wRYYE5KyYYar1,[object Object],2025-05-20T15:21:22.000Z,5,3,12,37,81,211,6,Skipped,0,20.650000000000013
5dWUSjuvBAnwLbFKf7CzWRtvxkM4DYrfUXSCquupbkpt59vEuYVa2TNe9h2grA92EjAM7ZGJH6EXaD4fDzGV2sLo,[object Object],2025-05-20T15:21:22.000Z,31,9,14,40,343,200,37,Partial Exit (Win),0.05,20.700000000000014
19vrx531P3YtJbrSNx5bDBpH2Y7HPws5vXhFHkvW3pQXaXf8vfcwYDfgTep4dsoVPSckRpkBFBNMPNE4ppFBa6x,[object Object],2025-05-20T15:21:22.000Z,53,3,27,83,205,233,36,Skipped,0,20.700000000000014
2nEAjdSpbHGaD2jL1CCAGP9edH4Du67Pj8vY54Qja38Nvk4f25N3vAn1A6y5Q8Ae8UWyqSS3As1xXb3pLytnK1EJ,[object Object],2025-05-20T15:21:21.000Z,92,3,18,59,211,135,2,Skipped,0,20.700000000000014
4VWHtDXm6wxGvqs9FbtZr9mthsJ5ZEvgNgip5MREY28Yuy6LXc2Sgj4Xzu2cWP1RctoGjykpMowp7H1Dx2YxAPXn,[object Object],2025-05-20T15:21:21.000Z,68,5,28,71,318,149,30,Partial Exit (Win),0.05,20.750000000000014
3D3ehhxxW7ppa7C21V3ks8UrpWZsxuwJoy7CvctGRyVhPYzbwtNe2akVnFLK3wK1qNfJai1BC8WHc1Qass47k2wq,[object Object],2025-05-20T15:21:21.000Z,92,5,11,7,192,56,4,Partial Exit (Win),0.05,20.800000000000015
3XnhFQzrBMYTdcDzQjdfTaBgEZ7Y4faUVGw9iuasZ3ypjDHoCU5jwWAh7rjmMWhVryKBbkW7JnoHpX37ExYR1KZV,[object Object],2025-05-20T15:21:21.000Z,66,8,5,55,28,138,38,Partial Exit (Win),0.05,20.850000000000016
TtHC8USFQRhm2tVp2JCUsn8hUVFEVJ5EEY8DjAeuVbw1UAs1989SmpxDKPgQxZSZG8km6feydV2NNySJVY3DPA2,[object Object],2025-05-20T15:21:21.000Z,51,6,7,77,32,102,3,Partial Exit (Win),0.05,20.900000000000016
3H3ULTCTg1GJeQnXmajhvpZKhj7sTMjHFp7dxkf9ELj9WitFNCnfhc4vLtik3BXyUnMzjeeHaWP1UqhTCixTbuCr,[object Object],2025-05-20T15:21:21.000Z,11,2,17,7,427,170,13,Skipped,0,20.900000000000016
2tDJjKHvGRvtMrG5KfqUTBxK5Go3YD3kQZne1wNWvVw3Q3AKdQccxTc3hSASxGMeyRDW6vxgqEGhv6H3CBHtmjzh,[object Object],2025-05-20T15:21:21.000Z,88,1,13,26,103,130,13,Skipped,0,20.900000000000016
5d6LVyNVgzvFXHDCAoAnecgj5TWm8Bg4haFBfWTJXrYSDPyHtaRdYqgYVnzmQtc175Xfxn41ywroKJLPPQx2Bpxu,[object Object],2025-05-20T15:21:21.000Z,39,1,24,56,497,157,32,Skipped,0,20.900000000000016
4hD7Hz1VSkE5HnvnunZ1wZis19uwxaxx4Ln87sqRhssHFmMRuQFq9HYsqjV5owgtip8kp3g6QrrXxRTD5sTuDP5d,[object Object],2025-05-20T15:21:21.000Z,24,8,15,49,245,206,26,Moonshot (Win),0.2,21.100000000000016
4fNZuNpPduCR2UPfFxBWgqxR9pSix8MBgoRgBq8MRExRud8oixzrs8CmEXQGZveFkemamvrZ7xT2XJBPTSurEYHy,[object Object],2025-05-20T15:21:21.000Z,11,4,1,79,228,93,10,Skipped,0,21.100000000000016
4J3JjexMCho4sFMNjSJtUjC41mWqED9y5sSwYN4SA5dLwDfM9aHwWwPg77cSFnn9q7aTCqVzYUKJsFGzdSDmJHf1,[object Object],2025-05-20T15:21:21.000Z,63,7,15,69,236,47,35,Partial Exit (Win),0.05,21.150000000000016
5ZFn2HRgaGysXHXppi3rDs6i3KQJqF4fvhYZLBZ25NKq6dy18UhaUnuPxFtXNh3hMRmbkBkvC2vamqNUS6sDhCBs,[object Object],2025-05-20T15:21:21.000Z,61,7,28,15,334,160,26,Moonshot (Win),0.2,21.350000000000016
5VBgdaZiZdWgydjoo2tPiksARrFXmeKPNhEgSFaG8i4AQh1mUX8LmV9WNkzuZs7EVph7u28GQZUEcuTsb6jhg9uF,[object Object],2025-05-20T15:21:21.000Z,99,6,2,51,409,97,22,Moonshot (Win),0.2,21.550000000000015
5ewKyr6gBKibFbRUXszyB2uDC77SJjRcX6zYSR3xd4Ab8ds2HFsTFYZZJYKjMsnkp2fmaxXf2ohqfdH2BxqdEcA3,[object Object],2025-05-20T15:21:21.000Z,98,9,21,32,313,227,34,Partial Exit (Win),0.05,21.600000000000016
4F7c1MqMpKwjR84ffa7u3bH5Hdh6RoibNmXAwucuGxDdcPdWgsaqH9SRMB7qZctJTXRaBhB9hQ29UNHuKKgXEAEA,[object Object],2025-05-20T15:21:21.000Z,33,1,8,39,99,259,32,Skipped,0,21.600000000000016
2xNHRS7CjMo7XLHuuyN3GrBTLt8nuq8Apo9oXoXZHYPbEfBeZneVNiaeBYnaBMTSQebjzNhjnWzkH1Uy5AjrqbrG,[object Object],2025-05-20T15:21:21.000Z,33,1,2,41,135,53,26,Skipped,0,21.600000000000016
3qBx3VkwmTsntLcXnwyTJDrsVGPT9afPUPgAm9LppQMxrVUu41EaQPLneisi1MqvREc39bJiHEtjTXczbhzQKNvs,[object Object],2025-05-20T15:21:21.000Z,3,8,29,65,206,244,27,Moonshot (Win),0.2,21.800000000000015
Y1Y232o9b3mCsLUXjA9uZVzU4gk2krXQvG7jHa6RVPr9WKCUMrxUY7LiCokm7BynbekJ7u2TFC29hvu4ygDLehi,[object Object],2025-05-20T15:21:21.000Z,33,2,20,87,78,257,3,Skipped,0,21.800000000000015
2rGTC19Ux28GFFvkhedE7UFNPUXFrNsuy83NXdsDWZcR5ArLjfd7JTx7d4haW7j96W91nRf3B4qsxamU5GsBfSc1,[object Object],2025-05-20T15:21:21.000Z,23,7,27,56,178,252,5,Partial Exit (Win),0.05,21.850000000000016
47PprL2MTzoUjHzt4NgLRFScLCvFDM7auLuAM45nTFe9Bwidx2TNdM4G9P2qFkwDStrFty3Uy2sjbPjeG8pSm3S4,[object Object],2025-05-20T15:21:21.000Z,36,9,7,22,185,19,20,Partial Exit (Win),0.05,21.900000000000016
QeAFW1uQN3VNBi3whYhXfXi3bgnWESkURx6GqBN97YXTFREEJEBUoWqxaXoYC4AnHrsZoRLtp4njWMN46FyXzUs,[object Object],2025-05-20T15:21:21.000Z,77,6,23,27,294,138,11,Moonshot (Win),0.2,22.100000000000016
3v6wvCNPSMxZ4UzTxM9sJn1ink7Jp2J7t5cN3xXQjAh1t1MuM2MbkEyRq47ixqaCXKTZ1qqzAWqGXbfa67moQb29,[object Object],2025-05-20T15:21:21.000Z,31,2,5,0,62,92,14,Skipped,0,22.100000000000016
2q6nqLafeU52Ui9MGjRcQb5G7Hxb5Y23aq3pU8VGjr9y8CVbssPXdKG3N9C64byo4puss5Y1kc5zEzvXty7j23WY,[object Object],2025-05-20T15:21:21.000Z,19,1,0,92,85,97,19,Skipped,0,22.100000000000016
4ZicPVbKxJgB854ZkHkwopTg8mPaD1UwCTiYS42TuAAsBpij28RXA2gnvbv6L6bHDhERz9JXNbzRsxMF5iGsUFhA,[object Object],2025-05-20T15:21:21.000Z,49,2,9,19,117,158,25,Skipped,0,22.100000000000016
2FSjzXYw7VpKfHoTURC23wWRnuteHngVKZjzhs7Rk2JPiUTx2Hn3UEZcbY9NjbiK3PJdH5SThUKbPHNuDKNrGzP8,[object Object],2025-05-20T15:21:21.000Z,53,5,14,76,475,4,13,Partial Exit (Win),0.05,22.150000000000016
5tyDhvJTgdT78vvT8qQz3AkoiZyXKCXBeTdkqa8XUQN2bNm4W6hFEc19wZ8BCc8cdAreMXVpPtSR5VsiSBA9whuK,[object Object],2025-05-20T15:21:21.000Z,61,1,22,51,172,60,34,Skipped,0,22.150000000000016
2xqYQzJ5wTsfv1EPQsufwbntbYzuziLg3yqq4VzdG8ZNKfaDWHf7GGZyd5iWjBPPVggNUroYqWULSQCAuAWS5Niy,[object Object],2025-05-20T15:21:21.000Z,44,3,19,2,91,246,9,Skipped,0,22.150000000000016
6798U8wHr2ccg3iJ5SvYh8wWXxzda9MJL13pMRq1BocJkgjh1YLvC5VXj6HrAeheWt7ZGwW1ZooaCQB4ZQfipYFL,[object Object],2025-05-20T15:21:21.000Z,16,8,14,8,269,119,6,Moonshot (Win),0.2,22.350000000000016
2WqGiNDnyuRYRcLHHF3d4pqJ4h4MjWR2UEhpsShiZKy4j72jM38KneziUoPvM4H1FMdDps9Li1LeBrae3jWoS1ey,[object Object],2025-05-20T15:21:21.000Z,29,6,21,94,381,89,30,Partial Exit (Win),0.05,22.400000000000016
3wn7oramtHUKvoFB5Dvu3mnCpJhyLYrsshbjzP2FRQduZCP6gcvCP7XnhmUpyvZhCKrXUPPaCGq1K4NaX4Y4ddJv,[object Object],2025-05-20T15:21:21.000Z,13,2,29,80,368,65,8,Skipped,0,22.400000000000016
4jCJ5v5FhFYCV4AcNQKdnRAXQMojCXJVvZRfd94t7mFVJVYNNUMXJ3cey9E5y7g2RRu21MbACQapXBMNkQc6vqsx,[object Object],2025-05-20T15:21:21.000Z,44,6,1,95,51,3,23,Partial Exit (Win),0.05,22.450000000000017
5W2cBJfJxaDqgwaVNMmyNtfir4bR69bnTyz1XVtHryXLNBCCu2BMRbpPVkQEinzXZDn84vpz7KwFbWggc7A9Fxuv,[object Object],2025-05-20T15:21:21.000Z,54,5,16,77,27,0,14,Partial Exit (Win),0.05,22.500000000000018
4T8ttYnG9p8QSG5w1Bto42xudgVGHEis1zvCt6sZ4c5BkjKUV6BJ83fh7zGdraucyG9pBHEVU13NeGSFdoEtqvnB,[object Object],2025-05-20T15:21:21.000Z,89,9,13,84,398,174,24,Moonshot (Win),0.2,22.700000000000017
8buKqeWyMzaYyX2N2xBW7dGQopZt93jFby5JaEFGBrjf4gxKunX9YtopY48DTAw5CPYBtht6moByXMGsemNEttx,[object Object],2025-05-20T15:21:21.000Z,25,2,24,50,360,168,18,Skipped,0,22.700000000000017
348TaQWSgBrifj115jR9tbkyrouUcmVa3YXfB6A45y46oNoquzY4Vbupb2j92UCbMdUjYY6Pv3ooTaFPyLL7j7jW,[object Object],2025-05-20T15:21:21.000Z,79,3,26,22,382,229,14,Skipped,0,22.700000000000017
2P7Bp6SHNqLy3KGhEz26CjbfdTUdU7h7Kv8VK6i8rBBismbj5JF6oTLse1NujZPwfEcv5aNVMAE5YoZkNKwhY6Q4,[object Object],2025-05-20T15:21:21.000Z,28,7,24,66,71,198,0,Partial Exit (Win),0.05,22.750000000000018
2rQ2HNw3W9kt4Mtg6PiwyqWW5pdqppYLbj22gU52tQHie1vtCvoGgM1MMu1Y3qSxWC4WqEbt74M94uiyx7Y7KeQ9,[object Object],2025-05-20T15:21:21.000Z,19,4,22,25,43,202,11,Skipped,0,22.750000000000018
5QTZz4BukCpvyAQ1YwsFqYqPbxUJZaMj1RqmZWCJE1yLHUVjuC43DSsoJVFURuW1waaAwdHYvZxkHK7cCMTmSRFJ,[object Object],2025-05-20T15:21:21.000Z,63,5,24,11,205,58,16,Partial Exit (Win),0.05,22.80000000000002
4uvYJTUVKKDtBkJbTJf3btNwVyZcrQCActQm7Aix8yLX5rRf96u7tYeeJqN5K1vGRwJkLdoTPLwzvgF4rCHQ4j5H,[object Object],2025-05-20T15:21:21.000Z,41,2,19,96,96,288,35,Skipped,0,22.80000000000002
5WxBSZQ4PL9LWDDPcqsAxbBAGKNNiHnATtCYXZptbQaG1r2ygmvJmaMmxuwLR3dYZvJHED6edMmQFyqFHVw7z1Jg,[object Object],2025-05-20T15:21:21.000Z,64,7,29,54,214,280,8,Moonshot (Win),0.2,23.000000000000018
jtiZpgtU56qcpJHCfBQWCS4HNTdebE9Ax54xC2gFS2MdgKevr2MWF1LksJet7TT3woLzbsETYv2tVPBAFxvUTR8,[object Object],2025-05-20T15:21:21.000Z,46,8,14,82,322,15,36,Partial Exit (Win),0.05,23.05000000000002
4Di1HEGoTPrdoTkj4wTsu3Ser3N8cswHWWPnJuFL478py66DJfD4t7E7ZbbxtdRkm336hEvu3RM2d3F1G2apC5LY,[object Object],2025-05-20T15:21:21.000Z,24,6,22,68,299,50,20,Partial Exit (Win),0.05,23.10000000000002
4yGLWDwA1QQ9Umg8wGnKueZcQUL3MgGxgaG1FijsBcFF3aztCEwLXyGCoXUkDGzvN3zPuBdy1GPh9ER1sbQdtkq9,[object Object],2025-05-20T15:21:20.000Z,59,6,11,66,335,35,29,Partial Exit (Win),0.05,23.15000000000002
2ar21iBLgKcTx6gLj89P8b4zWYXe98zCVzk4QfYUrimiozuQweJeMWXzzBBxctMk47e9TdybooFYXm3vgGvbYVE,[object Object],2025-05-20T15:21:20.000Z,70,6,16,19,84,58,3,Partial Exit (Win),0.05,23.20000000000002
4SG1L3Gfe4dBysZria6wLgMnNUbCzUrxkiEZJ58Nex8wFx7vCi8qwDRt9mD7DMMxACxMpcYzjkR89NSoKhGmYr64,[object Object],2025-05-20T15:21:20.000Z,10,5,20,68,377,116,37,Partial Exit (Win),0.05,23.25000000000002
3euvzCcRjvu7sjPwANHTMuRMfev7BkpCXQKxC5sBGJgcfPSzjU8yAQdXagz3xrsaGCTMqcr55Xm2XVoYA2BBuC4K,[object Object],2025-05-20T15:21:20.000Z,41,9,16,61,399,190,39,Partial Exit (Win),0.05,23.300000000000022
3EsJdHX7jEGte12RFU9xeEAdcSnfH7UZicyZkk4acUXaHiLr2zNa6MKvTpEU5s686VwmLRhC8gvfVoURZxDB8Api,[object Object],2025-05-20T15:21:20.000Z,78,7,22,16,151,108,33,Partial Exit (Win),0.05,23.350000000000023
2gH7MkWich62C78jxigKaNXygGZDVGSxd1NNdd33e1epLrtsShFugPrURYAiezLRzZx9J4M2Umwi1q1aFiYAUKh5,[object Object],2025-05-20T15:21:20.000Z,46,5,10,49,274,77,10,Partial Exit (Win),0.05,23.400000000000023
4jHV5J8C6cxqQaiKMSmoCUpzc3tQp7iGQpmJYrChoeiSt9SeN4MZi1X1kL31cbCvCKb6YyeMPjNSVNXP4DpJhWts,[object Object],2025-05-20T15:21:20.000Z,7,0,20,7,413,70,8,Skipped,0,23.400000000000023
468zxEEZhAvv3SsakiCANkPm4sgzpBU418NGGQDFr9uHJr9fA925TMhm8xN2WAZiF9iEJoZJXAGMHt9RREgy3xpt,[object Object],2025-05-20T15:21:20.000Z,83,8,28,44,490,128,21,Moonshot (Win),0.2,23.600000000000023
55EZRktmmBt8jKzYN6Exm9ohEbBzq85qon25Pyisi3q8XeFA4MaytcrgtPdqS4W3stcSAf9BLBR2qUksh1Q1cKH2,[object Object],2025-05-20T15:21:20.000Z,77,2,16,63,486,106,28,Skipped,0,23.600000000000023
4rac9PCxKTzxYcSJHcx6DRmG4kz1eHx28Fhe9cM45xvy9kNvJaxPsKYc4fMyVDL47b5vdaC8qQpZnytijs6ohgyN,[object Object],2025-05-20T15:21:20.000Z,27,1,0,80,468,196,38,Skipped,0,23.600000000000023
5n6TshTdcDFNtyvNesgPfwvL1LMRJbRRbgWNFU9Ye91DrBcbWwayvPyffz8144EDnRyhRvf6K8NGHUEV8waUTVWn,[object Object],2025-05-20T15:21:20.000Z,38,8,8,19,5,159,21,Partial Exit (Win),0.05,23.650000000000023
66rsUEP4jpehHeUCe74qcQoL8G1tKhnxpaTLiMnBe45bY7uovvdBJSSKBeRf6HthyMpFPYMmgVtWUZGMmCFbCqqK,[object Object],2025-05-20T15:21:20.000Z,74,1,10,61,177,58,15,Skipped,0,23.650000000000023
3oM4FMM4E6KWSQuCBhpEB6EZ9W71jDs777AtyoRwV74V3cDBEY84CCJw1ZJfBmMfkdyo2fTtWnAiCohLeW4ARxFr,[object Object],2025-05-20T15:21:20.000Z,19,3,24,15,473,111,20,Skipped,0,23.650000000000023
4LZWm67TyYM3fkcMC11ydybTD7293rgxRAcCYNsMXE6xyYz9VSAviwUorLdtT2gTvgjJJNLY7UKCQhU6hn3MJpuy,[object Object],2025-05-20T15:21:20.000Z,78,9,21,2,495,101,20,Moonshot (Win),0.2,23.850000000000023
3phm4tDhYTR6Pr2y7BwzzVBwmHNxgA4dGaVhw92RF2fsBkFNcKJMikYzRhJrHp8LkQzp41C2o3uWtLpSiYNDtfGr,[object Object],2025-05-20T15:21:20.000Z,30,9,7,47,457,35,21,Partial Exit (Win),0.05,23.900000000000023
N6N3HTt29BMdLt9KvH73XTXx8mgyPRbx5aHvFZ6eXmDZfkwQ5DRoeSt2Hj1T8AFCkqjZtQHTM3XgKqYNnsWrnYo,[object Object],2025-05-20T15:21:20.000Z,80,0,13,19,221,33,36,Skipped,0,23.900000000000023
3sT3qwd3x1eGko7S1CHTWzUG12qEUTNWvGDRDFUJypEiaEtC9xYNrAtA4uNVtb8RY6EAZmfy3BG4FPgdP66GVC4c,[object Object],2025-05-20T15:21:20.000Z,32,4,17,66,387,228,38,Skipped,0,23.900000000000023
rxEyMttnHBoR5DzeHAGqdCy3BK4izqpGErJikVzJSg4eHJEBR38iwRbAFjnPMksv23FAygDcmFPXVAph7Yq3AME,[object Object],2025-05-20T15:21:20.000Z,23,3,6,29,378,191,32,Skipped,0,23.900000000000023
4p27p2ezVFsXe2dtEH4U6nFZ59L7dKrsn4NjaSHcuioe2RLhQbn7P4txFcnHFJcSJ9GEYUoQdjHh2Zd8oQgysq9G,[object Object],2025-05-20T15:21:20.000Z,74,6,26,65,1,167,3,Partial Exit (Win),0.05,23.950000000000024
2w9nUEe9jwFfvWZMAhUcxforj3qMLbB8spmDhwKDpunmNfR1Nj8etug6wPSPzC3mcprFQi94b2ymoSM93avNMcZ5,[object Object],2025-05-20T15:21:20.000Z,26,8,25,18,138,219,39,Partial Exit (Win),0.05,24.000000000000025
37C2tiVtSJsq3qMyRhMDL4XARS46q2SHNtqc655q7fDDz6Xff9xQnVZM2uJkG4Fp82Jj4hGHSgSZz5Gd9ckQiMjx,[object Object],2025-05-20T15:21:20.000Z,63,9,0,17,235,252,14,Moonshot (Win),0.2,24.200000000000024
4fs7i5cbVHGqqLtAor1Hi3T6GosTk11CKMHv4JYtR8MtZ14s7r9MRhMDSjTvymEKXjFgoVwcEXbU3FUfr6tQw78K,[object Object],2025-05-20T15:21:20.000Z,67,0,17,78,198,80,30,Skipped,0,24.200000000000024
39KZsgT7p36bkz6DUuAp2nYeybRDZMAX7ekN3ihuauDremPmkLe9NiRH36oX5dLupUWC4Vi83nE9VvrZoDP11LWJ,[object Object],2025-05-20T15:21:20.000Z,67,2,0,1,212,131,35,Skipped,0,24.200000000000024
58hp8k26vrm99EvqwkcgqmG31s8jiGXTUXJLRSPxnk8qBd1wJosJAwDV1nGoVVUTsFmX9KujtXkzThfWVNcgDQBP,[object Object],2025-05-20T15:21:20.000Z,93,1,28,41,73,181,4,Skipped,0,24.200000000000024
4GcJCPAAXi9eYRbzqwmhEsc6vMQXn3J9xSj7hJPiEZaCcE8QmkUizyboFYUMhRayHPtMyavdkyVTtLtEFTbWujwv,[object Object],2025-05-20T15:21:20.000Z,98,9,15,16,464,88,8,Partial Exit (Win),0.05,24.250000000000025
2GbGDyJ7DCpfwoYyQB7QCx7gg9XERrgFwKJVoLJXUHHBAcgXHPCJUo3XQ7LWeDArpJW3MZNoVBJr29PRYgAMgwQA,[object Object],2025-05-20T15:21:20.000Z,57,8,6,7,374,31,14,Partial Exit (Win),0.05,24.300000000000026
4QNMkQ28AkoEjxZggZc4t3ENhMEe5cEymHcCw3T4uxDycE4cHrxvZ3mA3JUHGmeXuQZVbH5fNP1aN6Ri2Y1SwnG8,[object Object],2025-05-20T15:21:20.000Z,17,7,14,4,127,206,20,Partial Exit (Win),0.05,24.350000000000026
o2ut2XLUmAZSitoz5neuo2SYAQiku8H81myeuhufqco85QMxFf5jb5DC7pHetpLXZGQpWttoxcagDtii6va6Ns1,[object Object],2025-05-20T15:21:20.000Z,93,6,9,45,173,32,38,Partial Exit (Win),0.05,24.400000000000027
4DPvxZuCEgBfEUNEA8oSzYBd38Y6AZRwpt443UAxDhF7CQpYWx5b37JrVAPJAnWjik7B4FJPgAnhDmA5Y4VqixPh,[object Object],2025-05-20T15:21:20.000Z,53,5,7,15,4,226,37,Partial Exit (Win),0.05,24.450000000000028
4xMrzmSMXR6kDLNXg8uXeNZhVitLVbHxs1gwnLrck3Y69K1vmy1No6JpXHtQvunyMFdqorJCUairhpAQTLr4gfYA,[object Object],2025-05-20T15:21:20.000Z,39,5,14,83,184,191,22,Partial Exit (Win),0.05,24.50000000000003
3TisbhpYGAXKFPRTyQ164YyDMGSZrvQrouVjkg6NUo9aYBEVTtvtPqQnTr2MD1NQYRKMJE7SDEDM5yaxkCD8JRpo,[object Object],2025-05-20T15:21:20.000Z,47,8,18,67,440,191,4,Moonshot (Win),0.2,24.700000000000028
3etZg4tDqxgZmDwPLwrnvyC4G31cxJDtmNULDwhnqW1pDrp3uqi8kq7pfghG9eNDHysugKh2rwCANwSry7ENY9vY,[object Object],2025-05-20T15:21:20.000Z,87,2,28,30,402,221,33,Skipped,0,24.700000000000028
5u42T1xsLDyMP8UrztCsdmgWeSSh5eGoH35mgr3DBVsvF5jpWHFLvikQGZDgkRNZwTUxQEm3kZXkWhdN1BoBbbAD,[object Object],2025-05-20T15:21:20.000Z,94,6,8,22,171,95,37,Partial Exit (Win),0.05,24.75000000000003
5E2aeZSDaqXD6jhc6XxguP4KSxTzJkRvKxCVnZnXQxqVobxMoUeCHEEz9RYPeoicKuTmViUPWE9PmaGnkJiSPcHS,[object Object],2025-05-20T15:21:20.000Z,65,2,2,18,170,13,39,Skipped,0,24.75000000000003
4fh5VWfTrnvYqNqfTkoHpEfZGGhtawPCwYEuTm5qCg39F5TyBmnvDB7eMA9DeYcRMqP3vxwcBKY2YnB5uYtUQ7Ks,[object Object],2025-05-20T15:21:20.000Z,68,9,15,72,272,254,14,Moonshot (Win),0.2,24.950000000000028
ULwntAP1HGVu6TV2GYNMq33BuLCqcMUwhs2uWAxqpmzwRhtfzBAx7mWcGVw3Hak4XyKSBwxsZYXBcBkB4jzSxDR,[object Object],2025-05-20T15:21:19.000Z,80,3,12,60,429,82,12,Skipped,0,24.950000000000028
5DUzsK63JRDWeantiy79uLRnBAGFYFADoKdKhHeDZjwZedCoyES3Fen2xm7ittKdDx8H3DKANknDMMN5rXiRK7UW,[object Object],2025-05-20T15:21:19.000Z,74,4,23,76,352,117,6,Skipped,0,24.950000000000028
FASwsNQWqvSm6NzxAgMZrJdDjwdL613GBd1PxDVFirzBvrjo4tYeAjkjWvLif9g4fhq8hSRthzXbKaRxtiatKCR,[object Object],2025-05-20T15:21:19.000Z,56,9,1,14,471,266,8,Moonshot (Win),0.2,25.150000000000027
swRnJDVbqnaQdrLwUaizACrjPgMRZ22SXdPkjv7EN9AhkmjWT3enVBoaFWLq3QshEV4M3FZqpUmoU9MpfXiPDxh,[object Object],2025-05-20T15:21:19.000Z,97,9,26,32,234,91,6,Moonshot (Win),0.2,25.350000000000026
25EkgM75sewNsZy8qC5E24Nd1vVG9KeGZgZeq6bB5T8xSSedNrDjvEVCn9kGQY8fn7BgTBy5Zy8VCTbTPDKg1PQ7,[object Object],2025-05-20T15:21:19.000Z,4,5,7,79,43,97,30,Partial Exit (Win),0.05,25.400000000000027
2V2T3DsjMrcEc1qhYMhhzaEDW37LrdeQAimPU5iUwHkFfvuyZXxa3cFTLb8qzzfqgbkcQnMMjCYbDjZ3a5P9g9v7,[object Object],2025-05-20T15:21:19.000Z,15,0,27,50,433,19,17,Skipped,0,25.400000000000027
